"community","year","month","median","mean","sum","count"
16,2014,2,3.25,6.25569215876089,19386.39,3099
16,2014,3,3.45,6.05927061625484,20353.09,3359
16,2014,4,3.25,5.65551033803741,17232.34,3047
16,2014,5,3.25,6.93891873278237,20150.62,2904
16,2014,6,3.45,5.56368477483917,15567.19,2798
16,2014,7,3.45,6.65443421949557,19524.11,2934
16,2014,8,3.65,6.64829158457641,23621.38,3553
16,2014,9,4.84,9.81830153846154,31909.48,3250
16,2014,10,5.05,7.30225493082131,24805.76,3397
16,2014,11,5.05,7.05552614795918,22126.13,3136
16,2014,12,3.85,5.99887357227255,15231.14,2539
17,2014,1,5.05,6.96213333333333,522.16,75
17,2014,2,4.84,8.2432967032967,750.14,91
17,2014,3,4.65,6.81282608695652,626.78,92
17,2014,4,3.75,8.10904761904762,681.16,84
17,2014,5,4.84,9.79650602409639,813.11,83
17,2014,6,5.45,8.51309523809524,715.1,84
17,2014,7,4.05,7.06247191011236,628.56,89
17,2014,8,3.65,6.6347619047619,417.99,63
17,2014,9,6.65,9.93948412698413,2504.75,252
17,2014,10,7.85,11.9682598039216,4883.05,408
17,2014,11,7.85,13.4559065420561,7198.91,535
17,2014,12,8.05,12.4050535331906,5793.16,467
18,2014,1,4.45,11.47,172.05,15
18,2014,2,6.85,23.0678947368421,438.29,19
18,2014,3,3.25,7.32,109.8,15
18,2014,4,3.65,14.0857142857143,197.2,14
18,2014,5,5.45,11.9333333333333,250.6,21
18,2014,6,8.85,11.2470588235294,191.2,17
18,2014,7,5.05,10.6736842105263,202.8,19
18,2014,8,3.25,4.55588235294118,77.45,17
18,2014,9,4.05,10.2673913043478,236.15,23
18,2014,10,5.85,14.5705882352941,247.7,17
18,2014,11,3.85,8.75862068965517,254,29
18,2014,12,4.25,7.03095238095238,147.65,21
19,2014,1,4.25,6.41610294117647,872.59,136
19,2014,2,4.65,7.26993197278912,1068.68,147
19,2014,3,4.25,6.55803468208092,1134.54,173
19,2014,4,4.45,7.61964285714286,1493.45,196
19,2014,5,5.45,7.80019607843137,1989.05,255
19,2014,6,6.65,9.61455696202532,3038.2,316
19,2014,7,4.85,8.023861003861,2078.18,259
19,2014,8,6.25,9.65082386363636,3397.09,352
19,2014,9,5.05,7.92577319587629,1537.6,194
19,2014,10,3.85,7.75404411764706,1054.55,136
19,2014,11,3.65,6.05534591194969,962.8,159
19,2014,12,3.85,6.24188034188034,730.3,117
20,2014,1,3.25,6.06081081081081,448.5,74
20,2014,2,3.25,4.75338983050847,280.45,59
20,2014,3,3.25,6.889375,440.92,64
20,2014,4,3.25,6.05942028985507,418.1,69
20,2014,5,3.45,6.20351851851852,334.99,54
20,2014,6,3.25,5.2688679245283,279.25,53
20,2014,7,3.25,7.47022727272727,328.69,44
20,2014,8,3.35,8.11120689655172,470.45,58
20,2014,9,3.25,5.46379310344828,316.9,58
20,2014,10,3.25,4.77622950819672,291.35,61
20,2014,11,3.25,4.8625,233.4,48
20,2014,12,3.25,4.95869565217391,228.1,46
21,2014,1,3.25,4.46449714536671,10165.66,2277
21,2014,2,3.25,4.50381761287439,10075.04,2237
21,2014,3,3.25,5.59198922503108,13493.47,2413
21,2014,4,3.25,4.42486904761905,11150.67,2520
21,2014,5,3.25,4.60851311953353,9484.32,2058
21,2014,6,3.25,4.2775418460067,8944.34,2091
21,2014,7,3.25,4.39548245614035,9019.53,2052
21,2014,8,3.25,4.75964411027569,9495.49,1995
21,2014,9,3.25,5.86693130630631,10419.67,1776
21,2014,10,3.25,5.40212221695879,11403.88,2111
21,2014,11,3.25,6.03190500510725,11810.47,1958
21,2014,12,3.25,5.3327219965177,9188.28,1723
22,2014,1,5.25,6.19418496621622,44003.49,7104
22,2014,2,5.45,5.91533343437405,39029.37,6598
22,2014,3,5.25,6.50166198370329,46278.83,7118
22,2014,4,5.45,6.08299983810911,37574.69,6177
22,2014,5,5.45,5.96840758711954,40591.14,6801
22,2014,6,5.25,6.12533640710383,35869.97,5856
22,2014,7,5.45,5.92971942446043,32969.24,5560
22,2014,8,5.45,6.03280277401894,35665.93,5912
22,2014,9,5.45,6.09789399293286,34514.08,5660
22,2014,10,5.45,7.63234656408463,43649.39,5719
22,2014,11,5.45,5.94077033492823,37248.63,6270
22,2014,12,5.25,5.93213440860215,33101.31,5580
23,2014,1,3.75,6.74806034482759,1565.55,232
23,2014,2,4.05,7.31066326530612,1432.89,196
23,2014,3,5.05,8.55058295964126,1906.78,223
23,2014,4,4.55,14.3361386138614,2895.9,202
23,2014,5,3.45,6.54184210526316,1491.54,228
23,2014,6,3.65,8.47274193548387,1575.93,186
23,2014,7,4.85,7.42954773869347,1478.48,199
23,2014,8,3.85,6.38931428571428,1118.13,175
23,2014,9,4.25,8.19696296296296,1106.59,135
23,2014,10,4.45,7.74060810810811,1145.61,148
23,2014,11,3.95,8.17164383561644,1193.06,146
23,2014,12,3.85,8.39900662251656,1268.25,151
24,2014,1,5.25,6.03108148656179,140699.1,23329
24,2014,2,5.25,6.02775642448182,135811.38,22531
24,2014,3,5.45,6.3920627907886,163489.79,25577
24,2014,4,5.45,6.75188908145581,144146.08,21349
24,2014,5,5.45,6.52089654884962,156449.35,23992
24,2014,6,5.45,6.03401531422168,129236.54,21418
24,2014,7,5.45,6.13236538553583,128123.51,20893
24,2014,8,5.45,5.90815597424279,123864.49,20965
24,2014,9,5.45,5.97866855123675,126897.24,21225
24,2014,10,5.25,6.20601467611336,122630.85,19760
24,2014,11,5.25,6.22434283023311,132173.92,21235
24,2014,12,5.25,5.82413229492238,113669.59,19517
25,2014,1,5.15,10.1391532258065,2514.51,248
25,2014,2,5.05,8.79431906614786,2260.14,257
25,2014,3,3.85,8.82374501992032,2214.76,251
25,2014,4,3.45,8.39146118721461,1837.73,219
25,2014,5,4,8.65716279069767,1861.29,215
25,2014,6,6.55,10.1372764227642,2493.77,246
25,2014,7,5.85,8.32616666666667,1998.28,240
25,2014,8,6.05,10.0118385650224,2232.64,223
25,2014,9,4.85,8.72330097087379,1797,206
25,2014,10,4.85,9.11253086419753,1476.23,162
25,2014,11,4.45,9.823125,1728.87,176
25,2014,12,5.65,14.1263318777293,3234.93,229
26,2014,1,4.35,9.0953125,291.05,32
26,2014,2,4.05,8.51913043478261,195.94,23
26,2014,3,3.55,10.2806818181818,452.35,44
26,2014,4,3.65,6.35392857142857,177.91,28
26,2014,5,3.45,7.45740740740741,201.35,27
26,2014,6,5.25,13.5442857142857,379.24,28
26,2014,7,3.25,5.86,117.2,20
26,2014,8,3.25,12.2192105263158,464.33,38
26,2014,9,3.25,6.39310344827586,185.4,29
26,2014,10,3.25,4.76734693877551,233.6,49
26,2014,11,4.55,8.56607142857143,239.85,28
26,2014,12,5.15,10.2317647058824,347.88,34
27,2014,1,3.25,6.80478723404255,639.65,94
27,2014,2,3.25,12.090099009901,1221.1,101
27,2014,3,3.45,11.3204672897196,1211.29,107
27,2014,4,3.25,9.94239130434783,1372.05,138
27,2014,5,3.25,7.478125,957.2,128
27,2014,6,3.25,5.04698795180723,418.9,83
27,2014,7,3.35,6.66947916666667,640.27,96
27,2014,8,3.25,7.02616279069767,604.25,86
27,2014,9,3.25,5.892,441.9,75
27,2014,10,3.25,8.3424,834.24,100
27,2014,11,3.25,4.88242105263158,463.83,95
27,2014,12,3.35,5.70741935483871,353.86,62
28,2014,1,5.25,6.25476362983144,208915.36,33401
28,2014,2,5.25,6.56311079453474,202708.24,30886
28,2014,3,5.45,6.45940525150269,224599.98,34771
28,2014,4,5.25,6.21258101740552,193813.89,31197
28,2014,5,5.25,6.75208215206186,209584.63,31040
28,2014,6,5.25,5.9571284865112,169367.12,28431
28,2014,7,5.25,6.0687505013308,166447.62,27427
28,2014,8,5.25,6.1279819746561,180861.26,29514
28,2014,9,5.25,6.09254000148843,163730.92,26874
28,2014,10,5.45,6.5668399418982,212483.24,32357
28,2014,11,5.25,6.00478908271991,178648.48,29751
28,2014,12,5.25,6.09197464157431,198433.89,32573
29,2014,1,5.25,9.70585714285714,679.41,70
29,2014,2,4.75,8.84048387096774,548.11,62
29,2014,3,5.35,16.1559615384615,840.11,52
29,2014,4,4.95,30.445625,1461.39,48
29,2014,5,4.85,10.1579545454545,446.95,44
29,2014,6,4.15,11.4519230769231,595.5,52
29,2014,7,3.25,11.6275806451613,720.91,62
29,2014,8,4.35,9.76195652173913,449.05,46
29,2014,9,3.55,6.34655172413793,368.1,58
29,2014,10,4.55,9.76171052631579,741.89,76
29,2014,11,3.85,6.77416666666667,325.16,48
29,2014,12,3.25,5.91447368421053,224.75,38
30,2014,1,4.05,7.06238095238095,741.55,105
30,2014,2,3.45,7.73924050632911,611.4,79
30,2014,3,3.45,7.40989010989011,674.3,91
30,2014,4,3.75,8.13174418604651,699.33,86
30,2014,5,4.05,7.33894736842105,976.08,133
30,2014,6,3.25,9.85861788617886,1212.61,123
30,2014,7,3.25,6.9958904109589,510.7,73
30,2014,8,3.45,5.87428571428571,411.2,70
30,2014,9,3.25,7.81578947368421,742.5,95
30,2014,10,4.95,10.0751351351351,1491.12,148
30,2014,11,5.05,7.54529411764706,897.89,119
30,2014,12,3.85,6.58403361344538,783.5,119
31,2014,1,4.45,6.43327118644068,3795.63,590
31,2014,2,4.45,5.88328063241107,2976.94,506
31,2014,3,4.15,5.98943103448276,3473.87,580
31,2014,4,4.45,6.26737793851718,3465.86,553
31,2014,5,3.9,6.00378571428571,3362.12,560
31,2014,6,3.65,5.98486111111111,3016.37,504
31,2014,7,3.45,5.39302107728337,2302.82,427
31,2014,8,3.85,5.35833712984055,2352.31,439
31,2014,9,4.05,6.20916442048518,2303.6,371
31,2014,10,4.25,6.89782608695652,3173,460
31,2014,11,3.85,5.97411363636364,2628.61,440
31,2014,12,4.25,6.18752232142857,2772.01,448
32,2014,1,5.25,6.00090766997879,591251.43,98527
32,2014,2,5.25,6.00380920508315,645835.76,107571
32,2014,3,5.45,5.911560883874,678990.06,114858
32,2014,4,5.45,6.09787860203089,695993.57,114137
32,2014,5,5.45,6.11452001023978,716560.6,117190
32,2014,6,5.45,5.95143898873037,655366.51,110119
32,2014,7,5.45,6.08147305798298,640944.69,105393
32,2014,8,5.45,6.02604153792677,624105.07,103568
32,2014,9,5.45,6.40877317573508,656066.11,102370
32,2014,10,5.45,6.35089664988896,740660.62,116623
32,2014,11,5.45,5.93058275496117,631470.66,106477
32,2014,12,5.45,5.80191358315361,616064.59,106183
33,2014,1,4.65,5.60860477890689,20420.93,3641
33,2014,2,4.85,5.86991513982642,30435.51,5185
33,2014,3,5.05,5.99163670179789,38658.04,6452
33,2014,4,5.05,6.16485695164798,36847.35,5977
33,2014,5,5.05,6.63205655526992,49017.53,7391
33,2014,6,5.05,6.07043197416229,45109.38,7431
33,2014,7,5.25,7.27672496984318,48259.24,6632
33,2014,8,5.25,6.31673188525949,38096.21,6031
33,2014,9,5.05,6.30505871886121,35434.43,5620
33,2014,10,5.25,6.09545299436956,35725.45,5861
33,2014,11,5.05,6.11386874487285,37264.03,6095
33,2014,12,5.05,6.16402443754849,31781.71,5156
34,2014,1,3.45,6.67206477732794,1648,247
34,2014,2,3.65,6.04394136807818,1855.49,307
34,2014,3,3.25,5.82592705167173,1916.73,329
34,2014,4,3.25,5.34397993311037,1597.85,299
34,2014,5,3.35,5.11629213483146,1821.4,356
34,2014,6,3.45,5.85520295202952,1586.76,271
34,2014,7,3.25,5.04204225352113,1431.94,284
34,2014,8,3.25,5.18711370262391,1779.18,343
34,2014,9,3.25,5.90061611374408,1245.03,211
34,2014,10,3.45,5.5493665158371,1226.41,221
34,2014,11,3.25,5.53965665236051,1290.74,233
34,2014,12,3.25,5.15024154589372,1066.1,207
35,2014,1,3.75,6.57181708784597,5461.18,831
35,2014,2,3.65,5.97335578002245,5322.26,891
35,2014,3,3.85,6.43313063063063,5712.62,888
35,2014,4,4.25,6.2783152173913,4620.84,736
35,2014,5,3.45,6.02548994974874,4796.29,796
35,2014,6,3.65,6.71361111111111,3867.04,576
35,2014,7,3.7,6.33275147928994,4280.94,676
35,2014,8,3.65,6.05957820738137,3447.9,569
35,2014,9,3.65,5.39254498714653,2097.7,389
35,2014,10,4.05,6.1610599078341,2673.9,434
35,2014,11,3.85,5.65708624708625,2426.89,429
35,2014,12,3.65,5.49618357487923,2275.42,414
36,2014,1,4.05,7.40311475409836,903.18,122
36,2014,2,7.05,8.52401574803149,1082.55,127
36,2014,3,3.65,7.94575471698113,842.25,106
36,2014,4,6.25,8.61813186813187,784.25,91
36,2014,5,3.45,6.41573170731707,526.09,82
36,2014,6,3.25,5.88235294117647,400,68
36,2014,7,3.45,7.99279569892473,743.33,93
36,2014,8,3.25,6.95117647058824,590.85,85
36,2014,9,3.25,5.13,282.15,55
36,2014,10,3.25,5.71410256410256,222.85,39
36,2014,11,3.25,5.39385964912281,307.45,57
36,2014,12,3.25,4.5044776119403,301.8,67
37,2014,1,3.45,7.74305555555556,278.75,36
37,2014,2,3.45,6.15490196078431,313.9,51
37,2014,3,3.45,7.01696428571429,392.95,56
37,2014,4,4.05,9.65365853658537,395.8,41
37,2014,5,3.25,7.85277777777778,282.7,36
37,2014,6,3.25,4.80138888888889,172.85,36
37,2014,7,3.25,6.19024390243902,253.8,41
37,2014,8,3.25,5.554,277.7,50
37,2014,9,3.25,5.4625,218.5,40
37,2014,10,3.25,6.26333333333333,187.9,30
37,2014,11,3.25,6.25434782608696,143.85,23
37,2014,12,3.25,4.9875,159.6,32
38,2014,1,5.25,11.1606882591093,2756.69,247
38,2014,2,5.25,8.21101123595506,2192.34,267
38,2014,3,5.25,7.97041666666667,1912.9,240
38,2014,4,5.25,7.89051428571429,1380.84,175
38,2014,5,5.05,7.27351219512195,1491.07,205
38,2014,6,4.25,7.02294964028777,976.19,139
38,2014,7,5.05,8.12490797546012,1324.36,163
38,2014,8,5.05,7.58457142857143,1327.3,175
38,2014,9,3.85,7.25175438596491,826.7,114
38,2014,10,4.45,7.67733944954128,836.83,109
38,2014,11,3.65,7.11294520547945,1038.49,146
38,2014,12,3.85,7.59072847682119,1146.2,151
39,2014,1,3.45,6.05898550724638,2926.49,483
39,2014,2,4.45,7.04596287703016,3036.81,431
39,2014,3,3.85,6.42298578199052,2710.5,422
39,2014,4,3.65,6.22109974424552,2432.45,391
39,2014,5,3.65,5.71077830188679,2421.37,424
39,2014,6,3.45,5.85391780821918,2136.68,365
39,2014,7,3.65,6.27911764705882,2348.39,374
39,2014,8,3.25,5.81065714285714,2033.73,350
39,2014,9,3.45,6.33688405797101,1748.98,276
39,2014,10,3.45,6.12037037037037,1817.75,297
39,2014,11,3.45,6.89161585365854,2260.45,328
39,2014,12,3.45,6.00286689419795,1758.84,293
40,2014,1,5.15,7.05,394.8,56
40,2014,2,3.65,6.75864197530864,547.45,81
40,2014,3,3.25,7.69225352112676,546.15,71
40,2014,4,3.75,7.617,380.85,50
40,2014,5,3.25,5.5462962962963,299.5,54
40,2014,6,3.25,5.71706896551724,331.59,58
40,2014,7,3.25,7.77280701754386,443.05,57
40,2014,8,3.45,8.38125,536.4,64
40,2014,9,3.45,7.43222222222222,334.45,45
40,2014,10,3.25,5.73490566037736,303.95,53
40,2014,11,3.25,4.79090909090909,210.8,44
40,2014,12,3.25,5.10508474576271,301.2,59
41,2014,1,5.25,6.61597215315763,13304.72,2011
41,2014,2,5.25,13.4979853658537,27670.87,2050
41,2014,3,5.25,6.50147848101266,12840.42,1975
41,2014,4,5.25,7.20835609509358,14250.92,1977
41,2014,5,5.05,6.14851738241309,12026.5,1956
41,2014,6,5.05,6.07198808234019,11208.89,1846
41,2014,7,5.05,6.12834266517357,10945.22,1786
41,2014,8,5.05,6.2741778319123,10302.2,1642
41,2014,9,5.05,6.30643246930423,9245.23,1466
41,2014,10,5.25,5.98464841653247,11149.4,1863
41,2014,11,5.25,10.6295921883975,18506.12,1741
41,2014,12,5.25,5.97591437308869,9770.62,1635
42,2014,1,3.45,9.06478494623656,1686.05,186
42,2014,2,3.25,8.47614406779661,2000.37,236
42,2014,3,3.25,9.86736040609137,1943.87,197
42,2014,4,3.25,8.18947368421053,1400.4,171
42,2014,5,3.25,6.19274193548387,1151.85,186
42,2014,6,3.25,7.5124183006536,1149.4,153
42,2014,7,4.95,10.3938235294118,2120.34,204
42,2014,8,3.45,8.8260248447205,1420.99,161
42,2014,9,3.45,7.33765432098765,1188.7,162
42,2014,10,3.75,8.04942528735632,1400.6,174
42,2014,11,3.25,7.29918238993711,1160.57,159
42,2014,12,3.25,7.89492753623188,1089.5,138
43,2014,1,4.25,8.34747081712062,2145.3,257
43,2014,2,4.45,7.58646864686469,2298.7,303
43,2014,3,4.05,8.02105431309904,2510.59,313
43,2014,4,4.65,7.98231060606061,2107.33,264
43,2014,5,3.85,7.24969162995595,1645.68,227
43,2014,6,4.25,7.81769230769231,1524.45,195
43,2014,7,4.25,8.10391705069124,1758.55,217
43,2014,8,4.05,11.3555128205128,2657.19,234
43,2014,9,3.25,6.28994413407821,1125.9,179
43,2014,10,3.45,6.23526570048309,1290.7,207
43,2014,11,4.65,6.98891402714932,1544.55,221
43,2014,12,4.05,7.18685714285714,1509.24,210
44,2014,1,3.65,7.45232804232804,1408.49,189
44,2014,2,5.45,8.60648780487805,1764.33,205
44,2014,3,5.05,8.89393574297189,2214.59,249
44,2014,4,4.95,8.22913043478261,1892.7,230
44,2014,5,4.45,8.07240663900415,1945.45,241
44,2014,6,5.25,9.4753591160221,1715.04,181
44,2014,7,6.85,9.11153846153846,1776.75,195
44,2014,8,6.55,9.34633802816901,1327.18,142
44,2014,9,5.05,9.51489795918367,1398.69,147
44,2014,10,6.25,9.28225609756097,1522.29,164
44,2014,11,6.05,9.53396341463415,1563.57,164
44,2014,12,6.25,8.88536458333333,1705.99,192
45,2014,1,4.05,9.69186046511628,416.75,43
45,2014,2,3.55,9.40238095238095,394.9,42
45,2014,3,4.45,8.67714285714286,303.7,35
45,2014,4,3.25,7.37368421052632,140.1,19
45,2014,5,3.25,8.90384615384615,347.25,39
45,2014,6,3.25,9.67903225806452,300.05,31
45,2014,7,4.05,10.1757575757576,335.8,33
45,2014,8,3.65,9.39310344827586,272.4,29
45,2014,9,3.25,6.548,65.48,10
45,2014,10,3.25,12.2705263157895,233.14,19
45,2014,11,3.25,4.68965517241379,136,29
45,2014,12,3.25,11.9375,238.75,20
46,2014,1,3.45,8.45340909090909,371.95,44
46,2014,2,6.45,10.9923076923077,571.6,52
46,2014,3,5.05,8.05363636363636,442.95,55
46,2014,4,3.65,8.46204081632653,414.64,49
46,2014,5,3.25,9.52567567567568,352.45,37
46,2014,6,3.25,5.00813953488372,215.35,43
46,2014,7,3.25,6.6265306122449,324.7,49
46,2014,8,3.25,11.2039473684211,425.75,38
46,2014,9,3.25,17.0979166666667,820.7,48
46,2014,10,3.25,7.46333333333333,223.9,30
46,2014,11,4.05,8.10072727272727,445.54,55
46,2014,12,3.25,6.025,192.8,32
47,2014,1,14.45,14.45,14.45,1
47,2014,2,11.525,10.2375,40.95,4
47,2014,3,4.05,10.55,42.2,4
47,2014,4,5.15,5.15,10.3,2
47,2014,5,4.85,8.515,85.15,10
47,2014,6,3.25,7.03125,56.25,8
47,2014,7,3.25,3.25,13,4
47,2014,8,3.25,7.55,30.2,4
47,2014,9,3.25,3.25,6.5,2
47,2014,10,3.25,3.25,6.5,2
47,2014,11,3.25,6.03333333333333,18.1,3
47,2014,12,3.25,3.25,3.25,1
48,2014,1,5.65,8.95285714285714,313.35,35
48,2014,2,6.85,9.74318181818182,428.7,44
48,2014,3,5.25,9.72352941176471,330.6,34
48,2014,4,4.55,10.9694444444444,394.9,36
48,2014,5,5.65,7.84102564102564,305.8,39
48,2014,6,3.25,7.04777777777778,317.15,45
48,2014,7,3.65,7.85909090909091,345.8,44
48,2014,8,5.65,9.07837837837838,335.9,37
48,2014,9,4.25,9.28965517241379,269.4,29
48,2014,10,3.25,6.01666666666667,180.5,30
48,2014,11,4.25,6.26904761904762,131.65,21
48,2014,12,3.45,4.62142857142857,97.05,21
49,2014,1,5.05,9.78050847457627,577.05,59
49,2014,2,7.05,10.1253731343284,678.4,67
49,2014,3,7.25,11.088679245283,587.7,53
49,2014,4,6.85,9.27551020408163,454.5,49
49,2014,5,7.25,7.9936170212766,375.7,47
49,2014,6,4.55,7.89083333333333,473.45,60
49,2014,7,5.55,8.73484848484848,576.5,66
49,2014,8,3.45,6.58823529411765,336,51
49,2014,9,3.25,6.19305555555556,222.95,36
49,2014,10,6.45,9.59183673469388,470,49
49,2014,11,3.45,9.28478260869565,427.1,46
49,2014,12,4.85,12.6347826086957,581.2,46
50,2014,1,14.85,19.05,209.55,11
50,2014,2,4.85,10.7954545454545,118.75,11
50,2014,3,3.55,10.1375,121.65,12
50,2014,4,3.45,13.7444444444444,123.7,9
50,2014,5,8.45,12.1066666666667,181.6,15
50,2014,6,4.05,6,48,8
50,2014,7,3.25,3.25,9.75,3
50,2014,8,3.25,3.29,16.45,5
50,2014,9,17.375,18.25,146,8
50,2014,10,3.25,6.74,33.7,5
50,2014,11,3.45,8.90714285714286,62.35,7
50,2014,12,3.35,3.48333333333333,20.9,6
51,2014,1,3.55,7.62857142857143,213.6,28
51,2014,2,4.25,16.7,334,20
51,2014,3,6.55,16.129375,516.14,32
51,2014,4,20.1,17.3944680851064,817.54,47
51,2014,5,3.65,13.1609090909091,723.85,55
51,2014,6,11.6,14.8882051282051,580.64,39
51,2014,7,8.25,12.5161290322581,388,31
51,2014,8,3.85,12.9741379310345,376.25,29
51,2014,9,3.25,11.2806451612903,349.7,31
51,2014,10,3.85,11.3345714285714,396.71,35
51,2014,11,3.45,12.9170731707317,529.6,41
51,2014,12,4.85,11.1258620689655,645.3,58
52,2014,1,26.25,26.25,52.5,2
52,2014,2,35.65,35.65,35.65,1
52,2014,3,3.25,9.75,58.5,6
52,2014,4,3.25,6.09,30.45,5
52,2014,5,3.25,3.25,3.25,1
52,2014,6,4.65,10.3357142857143,72.35,7
52,2014,7,3.25,63.45,190.35,3
52,2014,8,3.25,4.65,27.9,6
52,2014,9,3.25,4.21,21.05,5
52,2014,10,3.25,3.25,9.75,3
52,2014,11,3.25,3.37,16.85,5
52,2014,12,3.25,7.85,47.1,6
53,2014,1,6.85,12.125,194,16
53,2014,2,11.6,13.6327586206897,395.35,29
53,2014,3,4.85,13.096,327.4,25
53,2014,4,5.25,13.1323529411765,223.25,17
53,2014,5,5.65,12.5076923076923,325.2,26
53,2014,6,11.6,14.95,254.15,17
53,2014,7,20.1,16.0958333333333,193.15,12
53,2014,8,15.85,15.0958333333333,181.15,12
53,2014,9,20.1,16.525,132.2,8
53,2014,10,11.6,12.671875,202.75,16
53,2014,11,20.1,14.2458333333333,170.95,12
53,2014,12,4.45,13.4431818181818,295.75,22
54,2014,1,6.85,7.9,23.7,3
54,2014,2,3.85,10.36,51.8,5
54,2014,3,28.65,22.6416666666667,135.85,6
54,2014,4,7.65,13.6777777777778,246.2,18
54,2014,5,3.25,3.25,9.75,3
54,2014,6,20.1,18.65,130.55,7
54,2014,7,16.675,16.325,65.3,4
54,2014,8,20.1,14.4833333333333,43.45,3
54,2014,9,20.1,17.8375,71.35,4
54,2014,10,11.6,11.61,58.05,5
54,2014,11,15.85,17.8,71.2,4
54,2014,12,20.1,17.8375,71.35,4
55,2014,1,3.25,3.25,6.5,2
55,2014,2,19.425,21.0083333333333,126.05,6
55,2014,3,3.65,19.4,155.2,8
55,2014,4,3.35,3.35,13.4,4
55,2014,5,3.25,3.25,3.25,1
55,2014,6,3.55,3.6,14.4,4
55,2014,7,3.55,3.55,7.1,2
55,2014,8,3.65,3.65,18.25,5
55,2014,9,3.35,3.35,6.7,2
55,2014,10,3.85,3.85,7.7,2
55,2014,11,7.65,10.91,54.55,5
55,2014,12,3.45,3.4,13.6,4
56,2014,1,5.25,14.6398228346457,37185.15,2540
56,2014,2,4.65,14.9310451866405,37999.51,2545
56,2014,3,5.25,14.5076199555132,45655.48,3147
56,2014,4,4.05,15.0976597659766,50320.5,3333
56,2014,5,3.85,12.0154633589963,42138.23,3507
56,2014,6,3.45,11.1855697513812,32393.41,2896
56,2014,7,3.65,11.5057941176471,35207.73,3060
56,2014,8,3.65,13.5067126119917,39196.48,2902
56,2014,9,3.45,9.66838355193194,27274.51,2821
56,2014,10,3.45,12.9444525801953,37124.69,2868
56,2014,11,3.65,10.8881413510348,27884.53,2561
56,2014,12,3.65,10.5654051796157,25293.58,2394
57,2014,1,3.25,7.60625,425.95,56
57,2014,2,3.25,6.02272727272727,265,44
57,2014,3,3.85,6.508,423.02,65
57,2014,4,3.25,5.36704545454545,236.15,44
57,2014,5,3.25,7.28916666666667,437.35,60
57,2014,6,3.25,6.44924050632911,509.49,79
57,2014,7,3.25,6.73694915254237,397.48,59
57,2014,8,3.25,6.50333333333333,292.65,45
57,2014,9,3.25,8.13452380952381,341.65,42
57,2014,10,3.25,7.97388235294118,677.78,85
57,2014,11,3.25,5.53170731707317,226.8,41
57,2014,12,3.25,5.025,261.3,52
58,2014,1,3.45,4.50874045801527,1181.29,262
58,2014,2,3.85,10.5375,2107.5,200
58,2014,3,3.25,4.54708920187793,968.53,213
58,2014,4,3.25,5.15571428571429,902.25,175
58,2014,5,3.25,4.49033333333333,673.55,150
58,2014,6,3.25,4.78796296296296,775.65,162
58,2014,7,3.25,5.30967741935484,823,155
58,2014,8,3.25,4.23865546218487,504.4,119
58,2014,9,3.25,4.88456790123457,395.65,81
58,2014,10,3.25,4.51666666666667,420.05,93
58,2014,11,3.25,3.94263157894737,374.55,95
58,2014,12,3.75,4.77783018867925,506.45,106
59,2014,1,3.25,3.98998381003778,7393.44,1853
59,2014,2,3.25,4.23171314741036,7435.12,1757
59,2014,3,3.25,4.63959079283887,9070.4,1955
59,2014,4,3.25,4.1230035335689,8167.67,1981
59,2014,5,3.25,4.03144901610018,6760.74,1677
59,2014,6,3.25,3.99961538461538,6863.34,1716
59,2014,7,3.25,3.90769769069279,5584.1,1429
59,2014,8,3.25,3.96220110847189,5004.26,1263
59,2014,9,3.25,4.08612612612613,4535.6,1110
59,2014,10,3.25,5.46652849740933,6330.24,1158
59,2014,11,3.25,3.97188764044944,3534.98,890
59,2014,12,3.25,3.89166834170854,3872.21,995
60,2014,1,3.45,9.0092429022082,2855.93,317
60,2014,2,4.45,8.13185185185185,2195.6,270
60,2014,3,3.45,5.87517857142857,1974.06,336
60,2014,4,3.65,6.48138263665595,2015.71,311
60,2014,5,3.25,6.28107558139535,2160.69,344
60,2014,6,3.25,5.32318548387097,1320.15,248
60,2014,7,3.45,6.07203846153846,1578.73,260
60,2014,8,3.45,6.48358974358974,1517.16,234
60,2014,9,3.45,35.1798265895954,6086.11,173
60,2014,10,3.45,6.0843654822335,1198.62,197
60,2014,11,3.25,6.84247663551402,1464.29,214
60,2014,12,3.45,13.295206185567,2579.27,194
61,2014,1,4.05,6.2278313253012,516.91,83
61,2014,2,4.85,8.60258620689655,997.9,116
61,2014,3,4.65,7.11605504587156,775.65,109
61,2014,4,4.45,6.67205882352941,907.4,136
61,2014,5,4.05,5.93913043478261,683,115
61,2014,6,4.85,6.21578947368421,472.4,76
61,2014,7,4.65,6.83305785123967,826.8,121
61,2014,8,4.25,5.74947368421053,546.2,95
61,2014,9,4.45,5.031,452.79,90
61,2014,10,4.45,6.14532710280374,657.55,107
61,2014,11,4.35,7.69898148148148,831.49,108
61,2014,12,4.25,10.7143442622951,1307.15,122
62,2014,1,5.65,9.05,208.15,23
62,2014,2,3.25,6.10384615384615,158.7,26
62,2014,3,3.25,7.03333333333333,253.2,36
62,2014,4,3.25,5.53703703703704,149.5,27
62,2014,5,3.25,5.52703703703704,149.23,27
62,2014,6,3.45,5.8,145,25
62,2014,7,3.25,6.609375,105.75,16
