community,year,week,median,mean,sum,count
1,2015,45,5.05,7.320394191,3528.43,482
1,2015,46,5.05,6.744411085,2920.33,433
1,2015,47,5.05,8.390352941,3565.9,425
1,2015,48,4.84,6.074071247,2387.11,393
1,2015,49,5.25,7.82505071,3857.75,493
1,2015,50,5.05,6.112606838,2860.7,468
1,2015,51,5.05,7.65047619,3695.18,483
1,2015,52,5.05,7.306637931,2542.71,348
1,2015,53,5.25,6.668798701,2053.99,308
2,2015,1,5.05,7.038649886,3075.89,437
2,2015,2,4.05,9.318655779,7417.65,796
2,2015,3,3.45,6.711563732,5107.5,761
2,2015,4,4.25,11.25051008,9484.18,843
2,2015,5,3.45,6.757104914,5088.1,753
2,2015,6,4.25,6.49322619,5454.31,840
2,2015,7,4.65,7.570930506,6427.72,849
2,2015,8,4.05,7.225538991,6300.67,872
2,2015,9,3.85,7.832969838,6752.02,862
2,2015,10,3.85,7.277151515,6003.65,825
2,2015,11,3.85,11.2714801,9062.27,804
2,2015,12,3.65,12.17154601,9919.81,815
2,2015,13,4.05,6.914127424,4992,722
2,2015,14,3.65,7.773769968,4866.38,626
2,2015,15,3.45,5.582872154,3187.82,571
2,2015,16,3.25,8.532306397,5068.19,594
2,2015,17,3.45,6.296545718,4338.32,689
2,2015,18,3.25,7.929023669,5360.02,676
2,2015,19,3.45,6.354050074,4314.4,679
2,2015,20,3.65,8.62164751,6750.75,783
2,2015,21,3.65,8.077124183,6179,765
2,2015,22,4.25,7.140143062,4990.96,699
2,2015,23,4.25,7.286444982,6025.89,827
2,2015,24,4.05,7.901292271,6542.27,828
2,2015,25,3.85,7.14545888,5995.04,839
2,2015,26,3.45,6.00406639,4340.94,723
2,2015,27,3.75,8.985484694,7044.62,784
2,2015,28,3.45,6.785666179,4634.61,683
2,2015,29,3.45,7.431073345,4153.97,559
2,2015,30,3.45,6.829169054,4766.76,698
2,2015,31,3.45,6.791975867,4503.08,663
2,2015,32,3.85,8.058450704,5721.5,710
2,2015,33,3.25,6.644243281,4697.48,707
2,2015,34,3.65,5.754758621,4172.2,725
2,2015,35,3.45,6.911079258,4098.27,593
2,2015,36,4.05,6.963766067,5417.81,778
2,2015,37,4.25,8.148447205,5247.6,644
2,2015,38,4.05,8.793442623,6436.8,732
2,2015,39,4.45,9.223500697,6613.25,717
2,2015,40,3.45,8.736989568,5862.52,671
2,2015,41,3.65,7.508139881,5045.47,672
2,2015,42,4.25,8.570929265,6179.64,721
2,2015,43,4.45,11.26198163,8581.63,762
2,2015,44,4.45,9.46867052,6552.32,692
2,2015,45,4.05,7.8871875,5804.97,736
2,2015,46,5.25,9.316091371,7341.08,788
2,2015,47,5.05,10.2360515,7155,699
2,2015,48,4.85,9.549128015,5146.98,539
2,2015,49,4.84,7.904709763,5991.77,758
2,2015,50,5.05,8.895482234,7009.64,788
2,2015,51,5.25,8.806057348,7370.67,837
2,2015,52,5.05,9.851805556,5674.64,576
2,2015,53,5.05,8.479978308,3909.27,461
3,2015,1,5.05,6.569738112,9532.69,1451
3,2015,2,5.05,8.588091568,18945.33,2206
3,2015,3,5.05,6.970627951,14763.79,2118
3,2015,4,5.05,10.30643387,16675.81,1618
3,2015,5,5.05,6.524208333,12526.48,1920
3,2015,6,5.05,10.22707622,24555.21,2401
3,2015,7,5.05,6.364168534,14198.46,2231
3,2015,8,5.05,6.744714222,15222.82,2257
3,2015,9,5.05,6.319591916,16260.31,2573
3,2015,10,5.05,6.743733994,16326.58,2421
3,2015,11,5.05,7.178518689,15555.85,2167
3,2015,12,4.85,6.334865162,11510.45,1817
3,2015,13,5.05,11.23928728,20500.46,1824
3,2015,14,4.85,6.478430699,11311.34,1746
3,2015,15,5.05,7.179163043,13209.66,1840
3,2015,16,5.25,7.040264339,14115.73,2005
3,2015,17,5.05,7.303282856,13503.77,1849
3,2015,18,5.45,7.105024898,15695,2209
3,2015,19,5.05,6.922756276,13236.31,1912
3,2015,20,5.05,7.30070561,12622.92,1729
3,2015,21,5.05,7.003697329,11801.23,1685
3,2015,22,4.85,6.798221416,11237.46,1653
3,2015,23,5.05,7.199547018,12556.01,1744
3,2015,24,5.05,6.862588235,12833.04,1870
3,2015,25,5.05,7.574796942,15854.05,2093
3,2015,26,5.45,7.018437175,13517.51,1926
3,2015,27,5.25,7.29326791,14863.68,2038
3,2015,28,5.25,12.80327485,19704.24,1539
3,2015,29,5.25,7.350267799,11253.26,1531
3,2015,30,5.45,8.490882947,16828.93,1982
3,2015,31,5.45,8.12066918,17232.06,2122
3,2015,32,5.45,8.639213603,16259,1882
3,2015,33,5.05,7.266469286,13130.51,1807
3,2015,34,5.25,7.423437133,12634.69,1702
3,2015,35,5.05,7.295318428,10767.89,1476
3,2015,36,5.05,6.660648276,9657.94,1450
3,2015,37,5.05,6.758457102,9373.98,1387
3,2015,38,5.05,8.124956195,12983.68,1598
3,2015,39,5.25,7.471656805,11364.39,1521
3,2015,40,5.05,7.837254098,13386.03,1708
3,2015,41,5.05,8.173500321,12726.14,1557
3,2015,42,5.25,7.754119091,12631.46,1629
3,2015,43,5.05,7.763556019,11156.23,1437
3,2015,44,5.25,7.261743017,12998.52,1790
3,2015,45,5.05,7.415828712,12035.89,1623
3,2015,46,5.05,7.065243421,10739.17,1520
3,2015,47,5.05,7.515289207,12603.14,1677
3,2015,48,5.05,11.34621718,15986.82,1409
3,2015,49,5.05,7.951713049,12857.92,1617
3,2015,50,5.25,7.38240481,11051.46,1497
3,2015,51,5.25,7.449672131,13632.9,1830
3,2015,52,5.05,6.85726817,8208.15,1197
3,2015,53,5.05,12.92381497,12432.71,962
4,2015,1,4.85,6.449064327,2205.58,342
4,2015,2,4.65,5.934101222,3400.24,573
4,2015,3,5.05,6.747292994,4237.3,628
4,2015,4,5.05,7.577972441,3849.61,508
4,2015,5,4.84,6.404797048,3471.4,542
4,2015,6,5.05,6.415859697,4664.33,727
4,2015,7,4.85,6.312820097,3895.01,617
4,2015,8,5.05,6.238694992,4111.3,659
4,2015,9,5.05,6.454258675,4092,634
4,2015,10,5.05,6.705311943,3761.68,561
4,2015,11,5.05,7.50093913,4313.04,575
4,2015,12,4.85,6.697327586,3884.45,580
4,2015,13,4.85,6.912160279,3967.58,574
4,2015,14,4.45,6.439613734,3000.86,466
4,2015,15,4.85,8.305774336,3754.21,452
4,2015,16,4.65,5.666311111,2549.84,450
4,2015,17,4.45,5.624236453,2283.44,406
4,2015,18,4.65,6.687577197,2815.47,421
4,2015,19,4.45,5.256094527,2112.95,402
4,2015,20,4.65,5.533980344,2252.33,407
4,2015,21,4.45,5.36053528,2203.18,411
4,2015,22,4.85,5.824475248,2941.36,505
4,2015,23,4.25,5.580241287,2081.43,373
4,2015,24,4.65,6.530901099,2971.56,455
4,2015,25,4.25,5.230929705,2306.84,441
4,2015,26,4.45,9.135229885,3179.06,348
4,2015,27,4.45,6.928868895,2695.33,389
4,2015,28,5.05,6.558799172,3167.9,483
4,2015,29,4.65,6.403164557,2023.4,316
4,2015,30,4.65,6.417733333,2406.65,375
4,2015,31,4.84,7.568198614,3277.03,433
4,2015,32,5.05,6.108529412,2492.28,408
4,2015,33,4.84,6.591690476,2768.51,420
4,2015,34,5.05,6.920462963,2989.64,432
4,2015,35,4.85,6.066243386,2293.04,378
4,2015,36,4.85,6.206159091,2730.71,440
4,2015,37,5.05,6.702788018,2909.01,434
4,2015,38,4.65,6.442193396,2731.49,424
4,2015,39,4.65,6.947237164,2841.42,409
4,2015,40,4.95,6.592708333,2531.6,384
4,2015,41,4.85,7.109114286,2488.19,350
4,2015,42,4.65,5.941230068,2608.2,439
4,2015,43,4.65,5.950892388,2267.29,381
4,2015,44,5.05,6.690286396,2803.23,419
4,2015,45,4.85,6.506695157,2283.85,351
4,2015,46,4.85,6.468222812,2438.52,377
4,2015,47,4.85,6.838015075,2721.53,398
4,2015,48,4.85,6.476096096,2156.54,333
4,2015,49,5.05,6.582222222,2665.8,405
4,2015,50,5.25,7.319301205,3037.51,415
4,2015,51,5.05,6.135045045,2723.96,444
4,2015,52,4.85,6.60869258,1870.26,283
4,2015,53,5.05,6.196653061,1518.18,245
5,2015,1,4.65,6.569512987,2023.41,308
5,2015,2,4.45,5.30237069,2460.3,464
5,2015,3,4.45,7.774665072,3249.81,418
5,2015,4,4.25,6.095281899,2054.11,337
5,2015,5,4.05,5.555802139,2077.87,374
5,2015,6,4.65,6.057958115,3471.21,573
5,2015,7,4.84,6.108183716,2925.82,479
5,2015,8,4.25,5.952890625,3047.88,512
5,2015,9,4.45,5.315599174,2572.75,484
5,2015,10,4.45,6.196989474,2943.57,475
5,2015,11,4.65,6.055753176,3336.72,551
5,2015,12,4.45,6.007373272,2607.2,434
5,2015,13,4.25,5.85713969,2641.57,451
5,2015,14,3.65,4.952949438,1763.25,356
5,2015,15,4.45,5.783990268,2377.22,411
5,2015,16,4.05,5.482244898,2149.04,392
5,2015,17,4.45,5.971888298,2245.43,376
5,2015,18,4.25,5.84190709,2389.34,409
5,2015,19,4.25,6.087977528,2167.32,356
5,2015,20,4.05,5.245421995,2050.96,391
5,2015,21,4.25,7.86239011,2861.91,364
5,2015,22,4.05,4.99792176,2044.15,409
5,2015,23,4.45,5.73969697,2083.51,363
5,2015,24,4.45,5.329070796,2408.74,452
5,2015,25,3.85,5.639715909,1985.18,352
5,2015,26,3.85,5.640307167,1652.61,293
5,2015,27,4.25,6.269834437,1893.49,302
5,2015,28,4.45,5.897323601,2423.8,411
5,2015,29,3.45,5.726966292,1529.1,267
5,2015,30,4.05,5.858715596,1915.8,327
5,2015,31,3.85,6.621111111,1966.47,297
5,2015,32,4.65,8.598074866,3215.68,374
5,2015,33,3.85,5.114482759,1483.2,290
5,2015,34,3.85,5.253289902,1612.76,307
5,2015,35,4.65,5.732163121,1616.47,282
5,2015,36,4.85,6.78344086,1892.58,279
5,2015,37,4.65,6.814547872,2562.27,376
5,2015,38,4.65,6.589966102,1944.04,295
5,2015,39,3.85,5.513211921,1664.99,302
5,2015,40,4.55,6.286136364,2212.72,352
5,2015,41,4.65,6.147522936,2010.24,327
5,2015,42,4.65,6.144528875,2021.55,329
5,2015,43,4.45,5.637019231,1758.75,312
5,2015,44,4.65,6.80127907,2339.64,344
5,2015,45,4.45,6.18353125,1978.73,320
5,2015,46,4.45,6.215526316,1889.52,304
5,2015,47,4.45,6.208835616,1812.98,292
5,2015,48,4.45,6.28659292,1420.77,226
5,2015,49,4.84,6.798116438,1985.05,292
5,2015,50,4.45,5.480813953,1414.05,258
5,2015,51,4.65,6.287515924,1974.28,314
5,2015,52,4.65,6.901560694,1193.97,173
5,2015,53,4.45,6.622080925,1145.62,173
6,2015,1,5.25,5.669606655,43962.13,7754
6,2015,2,5.25,5.782258553,57296.4,9909
6,2015,3,5.25,5.829385089,54889.49,9416
6,2015,4,5.25,6.339689332,54077.55,8530
6,2015,5,5.25,5.706140034,47349.55,8298
6,2015,6,5.45,8.584316202,87688.79,10215
6,2015,7,5.25,5.7742965,58892.05,10199
6,2015,8,5.25,5.78219725,60973.27,10545
6,2015,9,5.25,6.829113547,71029.61,10401
6,2015,10,5.25,5.818692107,53520.33,9198
6,2015,11,5.65,6.070449162,69197.05,11399
6,2015,12,5.25,5.986870072,52391.1,8751
6,2015,13,5.25,6.612111823,57829.53,8746
6,2015,14,5.25,6.060969522,48324.11,7973
6,2015,15,5.25,5.808425308,49574.91,8535
6,2015,16,5.25,7.753169108,75694.19,9763
6,2015,17,5.25,5.837554197,50623.27,8672
6,2015,18,5.35,6.234287831,58914.02,9450
6,2015,19,5.25,6.154731045,48056.14,7808
6,2015,20,5.45,5.896360763,55962.36,9491
6,2015,21,5.25,6.074459153,50934.34,8385
6,2015,22,5.45,6.384455137,67668.84,10599
6,2015,23,5.45,5.983152534,46991.68,7854
6,2015,24,5.45,10.25503606,95279.54,9291
6,2015,25,5.45,6.315251349,59672.81,9449
6,2015,26,5.45,6.07981914,50760.41,8349
6,2015,27,5.45,5.997463615,45328.83,7558
6,2015,28,5.45,5.976180342,48580.37,8129
6,2015,29,5.25,5.846022766,33895.24,5798
6,2015,30,5.45,6.769295465,46119.21,6813
6,2015,31,5.45,5.974629837,42611.06,7132
6,2015,32,5.45,6.301176547,48361.53,7675
6,2015,33,5.45,6.287486882,45533.98,7242
6,2015,34,5.45,6.262377965,49904.89,7969
6,2015,35,5.25,5.914883117,40990.14,6930
6,2015,36,5.45,6.005641762,43889.23,7308
6,2015,37,5.45,6.011718068,42689.21,7101
6,2015,38,5.45,6.014152024,47235.15,7854
6,2015,39,5.45,5.980990226,46508.18,7776
6,2015,40,5.25,6.091271731,38892.77,6385
6,2015,41,5.25,6.061090962,41445.74,6838
6,2015,42,5.45,6.097149266,50283.19,8247
6,2015,43,5.25,5.97610622,41408.44,6929
6,2015,44,5.45,6.06368637,47290.69,7799
6,2015,45,5.25,6.089094615,35846.5,5887
6,2015,46,5.25,5.98191536,35478.74,5931
6,2015,47,5.25,6.009394666,40106.7,6674
6,2015,48,5.05,5.912406647,30241.96,5115
6,2015,49,5.25,6.118106133,38507.36,6294
6,2015,50,5.25,6.138067253,39793.09,6483
6,2015,51,5.25,7.541198448,52479.2,6959
6,2015,52,5.05,5.828442686,22830.01,3917
6,2015,53,5.25,6.090272232,20134.44,3306
7,2015,1,5.25,5.769130088,28914.88,5012
7,2015,2,5.25,5.666517247,35648.06,6291
7,2015,3,5.45,6.237887726,39336.12,6306
7,2015,4,5.25,5.73097565,34362.93,5996
7,2015,5,5.25,6.798575041,37643.71,5537
7,2015,6,5.45,6.843665069,48548.96,7094
7,2015,7,5.25,6.021205663,38704.31,6428
7,2015,8,5.25,6.714194862,42863.42,6384
7,2015,9,5.25,5.813720201,37068.28,6376
7,2015,10,5.25,5.843679213,34466.02,5898
7,2015,11,5.45,6.036171477,42663.66,7068
7,2015,12,5.25,5.757539711,31896.77,5540
7,2015,13,5.25,7.236681261,41321.45,5710
7,2015,14,5.25,5.836856061,26195.81,4488
7,2015,15,5.25,5.791811646,32225.64,5564
7,2015,16,5.45,5.817979872,31795.26,5465
7,2015,17,5.25,7.033243291,39836.29,5664
7,2015,18,5.45,7.371450697,42835.5,5811
7,2015,19,5.25,5.745373516,31455.92,5475
7,2015,20,5.45,6.027089592,34107.3,5659
7,2015,21,5.45,5.982507326,32664.49,5460
7,2015,22,5.45,5.93772814,37348.31,6290
7,2015,23,5.45,6.26874379,35330.64,5636
7,2015,24,5.45,5.913249923,38518.91,6514
7,2015,25,5.45,6.317673767,33812.19,5352
7,2015,26,5.45,5.995267507,29023.09,4841
7,2015,27,5.45,6.091253361,29451.21,4835
7,2015,28,5.45,6.018715935,26061.04,4330
7,2015,29,5.45,5.99425356,26098.98,4354
7,2015,30,5.45,5.973039236,29381.38,4919
7,2015,31,5.45,6.01457634,29742.08,4945
7,2015,32,5.45,6.142525185,27438.66,4467
7,2015,33,5.45,6.185499797,30445.03,4922
7,2015,34,5.45,6.118928172,27345.49,4469
7,2015,35,5.45,6.047958617,23968.06,3963
7,2015,36,5.45,6.12140294,24565.19,4013
7,2015,37,5.45,6.047434042,25901.16,4283
7,2015,38,5.45,6.006144724,24817.39,4132
7,2015,39,5.45,6.175798383,24443.81,3958
7,2015,40,5.45,5.901635951,23376.38,3961
7,2015,41,5.45,6.143889586,24483.4,3985
7,2015,42,5.25,6.227342386,25681.56,4124
7,2015,43,5.25,5.994657325,23529.03,3925
7,2015,44,5.45,5.936623485,28412.68,4786
7,2015,45,5.45,5.85514807,22144.17,3782
7,2015,46,5.25,5.932297616,22643.58,3817
7,2015,47,5.25,5.968540501,24536.67,4111
7,2015,48,5.25,5.886752165,17672.03,3002
7,2015,49,5.45,6.11649642,25628.12,4190
7,2015,50,5.45,6.032368046,25372.14,4206
7,2015,51,5.45,5.918201093,27075.77,4575
7,2015,52,5.05,6.207203463,14338.64,2310
7,2015,53,5.25,13.29855779,26464.13,1990
8,2015,1,5.45,5.990515034,182495.05,30464
8,2015,2,5.45,6.68626251,348080.14,52059
8,2015,3,5.45,6.111723622,334977.46,54809
8,2015,4,5.45,5.875197144,305316.37,51967
8,2015,5,5.45,6.402031089,335658.49,52430
8,2015,6,5.45,6.883543688,367595,53402
8,2015,7,5.45,6.571993484,425608.87,64761
8,2015,8,5.45,6.007365129,364016.29,60595
8,2015,9,5.45,7.258040325,461850.88,63633
8,2015,10,5.45,6.215301504,358380.5,57661
8,2015,11,5.65,6.391281684,361580.37,56574
8,2015,12,5.45,6.236665516,361240.14,57922
8,2015,13,5.45,6.790987741,397734.57,58568
8,2015,14,5.45,6.299313717,298222.11,47342
8,2015,15,5.45,6.180379025,326120.06,52767
8,2015,16,5.45,7.047652416,409334.7,58081
8,2015,17,5.45,6.791277068,409901.11,60357
8,2015,18,5.45,6.591649337,377833.34,57320
8,2015,19,5.45,6.368453207,363383.94,57060
8,2015,20,5.65,6.515951263,396808.4,60898
8,2015,21,5.65,6.370708139,380547.88,59734
8,2015,22,5.45,6.232464178,350576.11,56250
8,2015,23,5.65,6.058283861,337167.73,55654
8,2015,24,5.65,6.536048322,413895.26,63325
8,2015,25,5.65,6.516061662,420794.23,64578
8,2015,26,5.65,6.332492639,344107.65,54340
8,2015,27,5.65,6.228726708,292824.9,47012
8,2015,28,5.65,6.725603304,346032.29,51450
8,2015,29,5.65,6.224352505,285697.78,45900
8,2015,30,5.85,6.197393454,320932.02,51785
8,2015,31,5.65,6.214257259,335377.25,53969
8,2015,32,5.65,6.154573178,305549.94,49646
8,2015,33,5.65,6.088938801,322062.24,52893
8,2015,34,5.65,6.148956215,317525.95,51639
8,2015,35,5.65,6.133772883,286815.22,46760
8,2015,36,5.65,6.060889099,294898.62,48656
8,2015,37,5.65,6.081238139,289047.33,47531
8,2015,38,5.65,6.226869348,339482.69,54519
8,2015,39,5.65,6.184571515,287588.76,46501
8,2015,40,5.65,6.026993903,325198.51,53957
8,2015,41,5.65,6.206330625,304060.55,48992
8,2015,42,5.65,6.136260321,321803.9,52443
8,2015,43,5.65,6.277067935,317293.23,50548
8,2015,44,5.65,6.102008842,310561.74,50895
8,2015,45,5.65,6.137440812,304858.96,49672
8,2015,46,5.65,6.04733332,302130.82,49961
8,2015,47,5.45,6.726763667,355987.06,52921
8,2015,48,5.45,6.267152033,242964.95,38768
8,2015,49,5.65,6.058888589,358655.91,59195
8,2015,50,5.65,6.120896458,321114.47,52462
8,2015,51,5.65,6.223581462,340697.52,54743
8,2015,52,5.45,8.645142882,298292.01,34504
8,2015,53,5.65,9.030194161,254868.2,28224
9,2015,1,3.25,3.25,6.5,2
9,2015,2,3.45,4.416666667,26.5,6
9,2015,3,4.65,5.135714286,35.95,7
9,2015,5,9.15,9.15,18.3,2
9,2015,6,3.35,8.6,34.4,4
9,2015,7,3.25,3.9375,15.75,4
9,2015,8,3.25,3.45,31.05,9
9,2015,9,4.95,4.95,9.9,2
9,2015,10,3.45,5.09,20.36,4
9,2015,11,3.85,4.3,34.4,8
9,2015,12,4.35,10.35,41.4,4
9,2015,13,3.25,3.5,14,4
9,2015,14,3.25,3.25,9.75,3
9,2015,15,3.95,6.775,54.2,8
9,2015,16,4.85,5.916666667,17.75,3
9,2015,17,3.25,4.85,24.25,5
9,2015,18,3.25,3.561111111,32.05,9
9,2015,19,3.65,8.66875,69.35,8
9,2015,20,3.65,8.966666667,26.9,3
9,2015,21,3.25,6.564285714,45.95,7
9,2015,22,3.25,9.894444444,89.05,9
9,2015,23,3.95,9.7,38.8,4
9,2015,24,6.85,6.8,27.2,4
9,2015,25,3.25,13.19285714,92.35,7
9,2015,26,3.25,8.68,43.4,5
9,2015,27,3.25,3.25,6.5,2
9,2015,28,3.85,3.85,3.85,1
9,2015,29,3.35,4.05,24.3,6
9,2015,30,3.25,3.25,9.75,3
9,2015,31,3.25,3.25,6.5,2
9,2015,32,3.25,6.183333333,37.1,6
9,2015,33,3.25,4.45,31.15,7
9,2015,34,3.25,33.68888889,303.2,9
9,2015,35,3.85,3.85,3.85,1
9,2015,36,3.25,5.25,26.25,5
9,2015,37,3.35,9.35375,74.83,8
9,2015,38,3.25,11.25,33.75,3
9,2015,39,3.85,7.45,29.8,4
9,2015,40,3.25,3.383333333,10.15,3
9,2015,41,3.45,8.57,42.85,5
9,2015,42,3.25,3.25,3.25,1
9,2015,43,3.25,3.25,3.25,1
9,2015,44,3.25,3.33,16.65,5
9,2015,45,3.25,3.25,6.5,2
9,2015,46,3.45,12.08,60.4,5
9,2015,47,3.45,3.45,6.9,2
9,2015,49,3.25,3.25,6.5,2
9,2015,50,3.25,3.4,13.6,4
9,2015,51,3.85,3.85,7.7,2
9,2015,52,3.25,3.25,3.25,1
9,2015,53,3.25,3.25,3.25,1
10,2015,1,7.85,13.83655914,1286.8,93
10,2015,2,5.05,8.539494949,845.41,99
10,2015,3,6.45,13.05424028,3694.35,283
10,2015,4,5.65,10.406125,1664.98,160
10,2015,5,6.45,10.37496575,3029.49,292
10,2015,6,6.65,11.19056391,2976.69,266
10,2015,7,7.45,13.37168724,3249.32,243
10,2015,8,5.65,11.03629139,1666.48,151
10,2015,9,6.45,10.94247148,2877.87,263
10,2015,10,6.85,12.95472574,3070.27,237
10,2015,11,6.95,11.06513514,2456.46,222
10,2015,12,6.45,11.52969027,2605.71,226
10,2015,13,6.75,12.84305556,1849.4,144
10,2015,14,6.25,13.14854962,1722.46,131
10,2015,15,6.35,11.55872222,2080.57,180
10,2015,16,6.15,13.12046053,1994.31,152
10,2015,17,5.85,12.48176056,1772.41,142
10,2015,18,6.35,14.35692771,2383.25,166
10,2015,19,6.05,10.40886792,1655.01,159
10,2015,20,6.75,12.931125,3103.47,240
10,2015,21,6.45,11.10460733,2120.98,191
10,2015,22,6.75,12.13353448,1407.49,116
10,2015,23,6.45,11.4942953,1712.65,149
10,2015,24,6.85,18.20234043,2566.53,141
10,2015,25,5.85,10.59537688,2108.48,199
10,2015,26,6.55,12.05417476,2483.16,206
10,2015,27,6.55,12.22107692,1588.74,130
10,2015,28,5.65,7.664489796,751.12,98
10,2015,29,3.45,5.408730159,340.75,63
10,2015,30,5.05,8.965794393,959.34,107
10,2015,31,5.65,10.85885496,1422.51,131
10,2015,32,4.84,8.673302752,945.39,109
10,2015,33,7.45,14.05666667,2150.67,153
10,2015,34,7.25,13.73232704,2183.44,159
10,2015,35,6.05,12.03696,1504.62,125
10,2015,36,6.55,20.04596154,3127.17,156
10,2015,37,9.25,17.50666667,2363.4,135
10,2015,38,5.05,10.89211382,1339.73,123
10,2015,39,6.25,12.3520155,1593.41,129
10,2015,40,6.85,11.46607527,2132.69,186
10,2015,41,5.75,18.19234848,2401.39,132
10,2015,42,6.65,14.12585938,1808.11,128
10,2015,43,7.25,14.36041667,2067.9,144
10,2015,44,6.75,13.06420455,2299.3,176
10,2015,45,6.65,10.70874372,2131.04,199
10,2015,46,6.85,12.31300699,1760.76,143
10,2015,47,6.85,12.58051095,1723.53,137
10,2015,48,4.45,10.36507246,715.19,69
10,2015,49,6.45,17.78471074,2151.95,121
10,2015,50,3.88,8.78231405,1062.66,121
10,2015,51,6.15,12.10754098,1477.12,122
10,2015,52,5.85,10.82623188,747.01,69
10,2015,53,5.05,13.73163636,755.24,55
11,2015,1,4.15,14.13892857,791.78,56
11,2015,2,4.745,6.931688312,1067.48,154
11,2015,3,4.85,8.564265734,1224.69,143
11,2015,4,5.25,8.222616279,1414.29,172
11,2015,5,5.45,13.24835938,1695.79,128
11,2015,6,5.25,8.000110497,1448.02,181
11,2015,7,5.45,7.613963415,1248.69,164
11,2015,8,5.25,7.94399061,1692.07,213
11,2015,9,4.65,7.207934783,1326.26,184
11,2015,10,5.45,16.83960265,2542.78,151
11,2015,11,5.45,8.3614375,1337.83,160
11,2015,12,5.25,9.122189349,1541.65,169
11,2015,13,5.25,9.379064748,1303.69,139
11,2015,14,4.95,7.120875,1139.34,160
11,2015,15,5.45,8.473291925,1364.2,161
11,2015,16,4.95,8.0975,1230.82,152
11,2015,17,5.45,9.144645161,1417.42,155
11,2015,18,5.65,9.144626866,1838.07,201
11,2015,19,5.05,6.17,894.65,145
11,2015,20,4.85,8.684866667,1302.73,150
11,2015,21,5.45,8.88664,1110.83,125
11,2015,22,5.45,9.056428571,1394.69,154
11,2015,23,6.05,14.52190265,3281.95,226
11,2015,24,5.45,10.25298969,1989.08,194
11,2015,25,5.65,9.428181818,1348.23,143
11,2015,26,5.45,15.61688406,2155.13,138
11,2015,27,5.45,9.487833333,1138.54,120
11,2015,28,5.45,8.253170732,1353.52,164
11,2015,29,3.95,10.34228261,951.49,92
11,2015,30,4.84,6.457553957,897.6,139
11,2015,31,5.85,10.12543956,1842.83,182
11,2015,32,5.05,7.844716981,1247.31,159
11,2015,33,5.45,8.768358209,1174.96,134
11,2015,34,5.75,11.88926316,2258.96,190
11,2015,35,5.45,6.692892562,809.84,121
11,2015,36,5.45,8.575615385,1114.83,130
11,2015,37,5.65,9.65414966,1419.16,147
11,2015,38,5.25,6.620342466,966.57,146
11,2015,39,5.05,6.091461538,791.89,130
11,2015,40,5.55,6.650923077,864.62,130
11,2015,41,5.45,7.040243902,865.95,123
11,2015,42,5.05,5.724632353,778.55,136
11,2015,43,5.05,5.587244094,709.58,127
11,2015,44,5.05,6.372565789,968.63,152
11,2015,45,5.45,8.010140845,1137.44,142
11,2015,46,5.25,7.013307087,890.69,127
11,2015,47,5.05,5.505755814,946.99,172
11,2015,48,5.25,6.038181818,929.88,154
11,2015,49,5.25,6.562857143,1010.68,154
11,2015,50,5.45,7.774217687,1142.81,147
11,2015,51,5.05,5.745867769,695.25,121
11,2015,52,5.45,7.398488372,636.27,86
11,2015,53,4.85,5.23183908,455.17,87
12,2015,1,3.25,5.18,103.6,20
12,2015,2,3.25,5.471851852,147.74,27
12,2015,3,3.25,6.28,251.2,40
12,2015,4,6.85,7.879166667,756.4,96
12,2015,5,6.45,10.51534653,1062.05,101
12,2015,6,6.45,9.07020202,897.95,99
12,2015,7,6.65,9.248466258,1507.5,163
12,2015,8,6.65,10.40736434,1342.55,129
12,2015,9,6.05,8.591791045,1151.3,134
12,2015,10,7.25,9.50887574,1607,169
12,2015,11,7.85,10.64263804,1734.75,163
12,2015,12,5.65,9.247777778,915.53,99
12,2015,13,3.25,5.034615385,130.9,26
12,2015,14,3.25,4.067741935,126.1,31
12,2015,15,3.25,4.418148148,119.29,27
12,2015,16,3.25,6.357692308,82.65,13
12,2015,17,3.25,5.024137931,145.7,29
12,2015,18,3.25,4.042647059,137.45,34
12,2015,19,3.25,6.85,205.5,30
12,2015,20,3.25,30.46806452,944.51,31
12,2015,21,3.25,3.978,99.45,25
12,2015,22,3.25,4.026470588,68.45,17
12,2015,23,3.25,33.48833333,1004.65,30
12,2015,24,3.25,7.570606061,249.83,33
12,2015,25,3.25,6.7359375,215.55,32
12,2015,26,3.25,4.629310345,134.25,29
12,2015,27,3.25,4.833928571,135.35,28
12,2015,28,3.25,6.6425,132.85,20
12,2015,29,3.25,3.415517241,99.05,29
12,2015,30,3.25,5.575,178.4,32
12,2015,31,3.25,5.043333333,151.3,30
12,2015,32,3.25,9.337391304,214.76,23
12,2015,33,3.25,7.685294118,261.3,34
12,2015,34,3.25,6.2,124,20
12,2015,35,3.25,3.9925,111.79,28
12,2015,36,3.25,5.872903226,182.06,31
12,2015,37,3.25,8.907142857,187.05,21
12,2015,38,3.25,5.361764706,182.3,34
12,2015,39,3.45,7.2125,173.1,24
12,2015,40,3.25,5.873529412,99.85,17
12,2015,41,3.35,6.441071429,180.35,28
12,2015,42,3.65,5.215217391,119.95,23
12,2015,43,3.25,5.628571429,157.6,28
12,2015,44,3.25,3.979411765,135.3,34
12,2015,45,3.25,3.355263158,63.75,19
12,2015,46,3.25,7.022647059,238.77,34
